id,#,S,PLAYER,PO,MIN,PTS,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,AS,TO,ST,BS,BSR,F,FD,EFF
5100000005,2,-,野口 龍太郎,SG/SF,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
8784,3,-,ファイ サンバ,C,22:18,7,3,10,30.0%,1,2,50.0%,0,0,-,4,6,10,0,2,0,2,2,4,0,4
9350,7,-,小林 慎太郎,SG,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
8722,11,-,石川 海斗,PG,20:34,0,0,4,0.0%,0,3,0.0%,0,0,-,0,1,1,5,3,2,0,0,1,1,1
15750,12,〇,木田 貴明,SF,31:15,9,3,14,21.4%,2,8,25.0%,1,2,50.0%,1,0,1,1,1,0,0,1,2,2,-3
18396,13,〇,デイビッド・ドブラス,C,26:49,7,3,9,33.3%,0,0,-,1,2,50.0%,6,8,14,3,1,0,0,3,1,4,16
20036,14,-,本村 亮輔,SG,22:45,2,1,4,25.0%,0,1,0.0%,0,0,-,1,0,1,2,0,0,0,0,2,0,0
32996,23,〇,マーベル・ハリス,30:12,35,10,18,55.6%,6,11,54.5%,9,11,81.8%,1,5,6,4,1,1,2,1,3,9,42,
20037,24,〇,佐々木 隆成,PG/SG,14:46,2,1,3,33.3%,0,2,0.0%,0,0,-,0,1,1,0,1,1,0,0,2,1,0
30443,27,〇,ウィタカ ケンタ,C/PF,08:22,2,1,4,25.0%,0,0,-,0,0,-,0,0,0,2,0,0,0,1,0,0,0
10823,30,-,イバン・ラベネル,C/PF,22:59,9,4,6,66.7%,0,1,0.0%,1,2,50.0%,1,4,5,2,3,0,0,0,4,1,7
30395,33,-,濱田 貴流馬,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,
