id,#,S,PLAYER,PO,MIN,PTS,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,AS,TO,ST,BS,BSR,F,FD,EFF
8588,3,-,柏木 真介,PG,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
8712,4,〇,細谷 将司,PG,16:32,5,2,5,40.0%,1,4,25.0%,0,0,-,0,1,1,2,0,1,0,0,2,0,4
18399,7,-,長野 誠史,PG,23:28,2,0,4,0.0%,0,2,0.0%,2,2,100.0%,0,1,1,4,1,0,1,0,3,2,2
51000130,9,〇,アンソニー・ローレンス Ⅱ,SF,25:30,15,5,9,55.6%,1,3,33.3%,4,4,100.0%,0,5,5,5,4,0,2,0,0,5,24
30514,10,-,山本 浩太,C,00:00,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0
5100000083,14,-,ジェロード・ユトフ,PF,25:24,14,6,8,75.0%,2,3,66.7%,0,0,-,1,6,7,3,1,1,4,1,0,0,25
8688,15,-,根來 新之助,SF,04:40,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2,0,-2
32982,18,-,角野 亮伍,SG,24:31,19,9,11,81.8%,0,0,-,1,1,100.0%,0,1,1,2,2,1,0,0,3,3,19
30403,19,〇,西田 優大,SG,26:07,12,4,6,66.7%,2,3,66.7%,2,3,66.7%,0,3,3,3,2,1,0,0,3,2,13
19956,32,〇,シェーファー アヴィ幸樹,C/PF,25:11,14,4,7,57.1%,1,2,50.0%,5,6,83.3%,2,8,10,0,1,1,0,0,3,3,20
9040,54,〇,ダバンテ・ガードナー,PF,28:38,12,6,9,66.7%,0,2,0.0%,0,1,0.0%,2,5,7,3,3,1,0,0,1,1,16
